50000 200
19384 0 0 0
19385 61128 120 7170
19386 5160 297 19387
19387 5160 298 19388
19388 5160 299 19389
19389 5160 300 19390
19390 5160 301 19391
19391 5160 302 20104
19392 20140 294 1956
19393 54939 92 25176
19394 58472 14 19395
19395 58472 15 19396
19396 58472 16 19397
19397 58472 17 19398
19398 58472 18 19399
19399 58472 19 19400
19400 58472 20 19401
19401 58472 21 19402
19402 58472 22 19403
19403 58472 23 19404
19404 58472 24 19405
19405 58472 25 19406
19406 58472 26 32316
19407 47124 213 15890
19408 24852 56 23446
19409 0 0 0
19410 26456 1 19411
19411 26456 2 19412
19412 26456 3 19413
19413 26456 4 19414
19414 26456 5 19415
19415 26456 6 19416
19416 26456 7 19417
19417 26456 8 19418
19418 26456 9 19419
19419 26456 10 19420
19420 26456 11 19421
19421 26456 12 19422
19422 26456 13 42624
19423 26658 162 2320
19424 54939 252 35270
19425 0 0 0
19426 22501 86 43849
19427 46336 81 19428
19428 46336 82 19429
19429 46336 83 23706
19430 53410 59 32872
19431 53410 297 40156
19432 47745 127 22489
19433 39642 257 43004
19434 53410 353 30354
19435 0 0 0
19436 0 0 0
19437 1040 184 48190
19438 54965 161 11772
19439 47124 89 17348
19440 2655 3 37838
19441 0 0 0
19442 62185 146 19443
19443 62185 147 19444
19444 62185 148 19445
19445 62185 149 40619
19446 26456 227 19447
19447 26456 228 19448
19448 26456 229 19449
19449 26456 230 19450
19450 26456 231 19451
19451 26456 232 21282
19452 5026 258 22797
19453 26658 41 45905
19454 39145 210 19455
19455 39145 211 19456
19456 39145 212 19457
19457 39145 213 19458
19458 39145 214 19459
19459 39145 215 19460
19460 39145 216 19461
19461 39145 217 27583
19462 61128 57 10682
19463 35821 3 45350
19464 44631 71 19465
19465 44631 72 19466
19466 44631 73 19467
19467 44631 74 27458
19468 54965 261 48484
19469 0 0 0
19470 20140 150 29679
19471 0 0 0
19472 54965 289 16576
19473 15440 143 19826
19474 0 0 0
19475 54939 194 6993
19476 63959 82 19477
19477 63959 83 19478
19478 63959 84 19479
19479 63959 85 1367
19480 47124 197 6528
19481 0 0 0
19482 0 0 0
19483 0 0 0
19484 2655 58 1540
19485 0 0 0
19486 25834 225 41078
19487 0 0 0
19488 7968 51 18751
19489 0 0 0
19490 20932 31 19491
19491 20932 32 19492
19492 20932 33 19493
19493 20932 34 19494
19494 20932 35 19495
19495 20932 36 24596
19496 39642 53 21796
19497 0 0 0
19498 51450 173 46857
19499 58056 98 43511
19500 28219 7 19547
19501 0 0 0
19502 0 0 0
19503 5026 126 466
19504 23940 245 14802
19505 0 0 0
19506 53927 167 16318
19507 0 0 0
19508 54939 104 48532
19509 0 0 0
19510 39588 184 45149
19511 54965 49 12219
19512 7475 53 36074
19513 0 0 0
19514 0 0 0
19515 0 0 0
19516 60446 143 19517
19517 60446 144 19518
19518 60446 145 19519
19519 60446 146 19520
19520 60446 147 19521
19521 60446 148 19522
19522 60446 149 19523
19523 60446 150 19524
19524 60446 151 19525
19525 60446 152 19526
19526 60446 153 19527
19527 60446 154 19528
19528 60446 155 48256
19529 5957 169 12642
19530 48063 173 166
19531 0 0 0
19532 0 0 0
19533 0 0 0
19534 2655 100 43692
19535 0 0 0
19536 65533 51 7880
19537 0 0 0
19538 18860 37 30224
19539 0 0 0
19540 0 0 0
19541 25834 108 25449
19542 20643 228 19543
19543 20643 229 19544
19544 20643 230 19545
19545 20643 231 19546
19546 20643 232 2651
19547 28219 8 33938
19548 64205 20 13299
19549 20140 183 37774
19550 0 0 0
19551 0 0 0
19552 59282 49 2712
19553 0 0 0
19554 25834 117 45577
19555 0 0 0
19556 47124 12 12297
19557 4515 213 19558
19558 4515 214 19559
19559 4515 215 19560
19560 4515 216 19561
19561 4515 217 23508
19562 26658 22 46182
19563 28950 52 41821
19564 7475 60 6802
19565 47745 339 23432
19566 53410 333 45992
19567 5026 131 49864
19568 5160 198 19569
19569 5160 199 19570
19570 5160 200 19571
19571 5160 201 19572
19572 5160 202 19573
19573 5160 203 19574
19574 5160 204 19575
19575 5160 205 9159
19576 3954 76 6772
19577 5026 13 23091
19578 39588 169 44952
19579 0 0 0
19580 0 0 0
19581 54965 346 49786
19582 5026 9 41290
19583 0 0 0
19584 53410 81 34743
19585 0 0 0
19586 64205 95 25654
19587 28950 69 15749
19588 53927 78 26147
19589 0 0 0
19590 1040 122 23961
19591 0 0 0
19592 31686 300 19593
19593 31686 301 19594
19594 31686 302 19595
19595 31686 303 19596
19596 31686 304 19597
19597 31686 305 49208
19598 47745 78 14426
19599 0 0 0
19600 4515 177 19601
19601 4515 178 19602
19602 4515 179 19603
19603 4515 180 49799
19604 42109 187 46326
19605 0 0 0
19606 65533 237 41612
19607 10062 1 19608
19608 10062 2 19609
19609 10062 3 19610
19610 10062 4 19611
19611 10062 5 19612
19612 10062 6 19613
19613 10062 7 19614
19614 10062 8 19615
19615 10062 9 19616
19616 10062 10 19617
19617 10062 11 19618
19618 10062 12 19619
19619 10062 13 19620
19620 10062 14 19621
19621 10062 15 19622
19622 10062 16 19623
19623 10062 17 19624
19624 10062 18 19625
19625 10062 19 37274
19626 47745 173 29000
19627 5026 189 37553
19628 35607 129 19629
19629 35607 130 19630
19630 35607 131 19631
19631 35607 132 19632
19632 35607 133 14585
19633 54921 60 21088
19634 0 0 0
19635 15440 152 44776
19636 43702 49 8992
19637 23940 273 1260
19638 19110 76 38810
19639 43834 229 37868
19640 35607 17 19641
19641 35607 18 19642
19642 35607 19 19643
19643 35607 20 23864
19644 28219 2 26082
19645 0 0 0
19646 49567 229 19647
19647 49567 230 19648
19648 49567 231 19649
19649 49567 232 19650
19650 49567 233 19651
19651 49567 234 19652
19652 49567 235 19653
19653 49567 236 19654
19654 49567 237 19655
19655 49567 238 19656
19656 49567 239 19657
19657 49567 240 19658
19658 49567 241 19659
19659 49567 242 19660
19660 49567 243 19661
19661 49567 244 19662
19662 49567 245 19663
19663 49567 246 19664
19664 49567 247 19665
19665 49567 248 19666
19666 49567 249 19667
19667 49567 250 19668
19668 49567 251 19669
19669 49567 252 19670
19670 49567 253 8464
19671 46029 1 25175
19672 19110 161 25360
19673 41927 137 19674
19674 41927 138 19675
19675 41927 139 19676
19676 41927 140 17527
19677 20140 175 2280
19678 31554 1 19679
19679 31554 2 19680
19680 31554 3 19681
19681 31554 4 19682
19682 31554 5 19683
19683 31554 6 19684
19684 31554 7 19685
19685 31554 8 19686
19686 31554 9 19687
19687 31554 10 19688
19688 31554 11 19689
19689 31554 12 19690
19690 31554 13 19691
19691 31554 14 19692
19692 31554 15 19693
19693 31554 16 19694
19694 31554 17 19695
19695 31554 18 19696
19696 31554 19 19697
19697 31554 20 19698
19698 31554 21 19699
19699 31554 22 19700
19700 31554 23 19701
19701 31554 24 19702
19702 31554 25 19703
19703 31554 26 19704
19704 31554 27 19705
19705 31554 28 19706
19706 31554 29 19707
19707 31554 30 19708
19708 31554 31 19709
19709 31554 32 19710
19710 31554 33 19711
19711 31554 34 19712
19712 31554 35 19713
19713 31554 36 19714
19714 31554 37 19715
19715 31554 38 39152
19716 24585 255 22054
19717 4163 303 19718
19718 4163 304 19719
19719 4163 305 19720
19720 4163 306 19721
19721 4163 307 19722
19722 4163 308 19723
19723 4163 309 19724
19724 4163 310 19725
19725 4163 311 19726
19726 4163 312 19727
19727 4163 313 19728
19728 4163 314 19729
19729 4163 315 19730
19730 4163 316 19731
19731 4163 317 19732
19732 4163 318 19733
19733 4163 319 19734
19734 4163 320 19735
19735 4163 321 19736
19736 4163 322 19737
19737 4163 323 19738
19738 4163 324 3356
19739 39588 232 14592
19740 0 0 0
19741 23108 55 19742
19742 23108 56 19743
19743 23108 57 19744
19744 23108 58 19745
19745 23108 59 19746
19746 23108 60 19747
19747 23108 61 19748
19748 23108 62 19749
19749 23108 63 19750
19750 23108 64 19751
19751 23108 65 19752
19752 23108 66 19753
19753 23108 67 19754
19754 23108 68 19755
19755 23108 69 19756
19756 23108 70 19757
19757 23108 71 19758
19758 23108 72 19759
19759 23108 73 19760
19760 23108 74 19761
19761 23108 75 19762
19762 23108 76 19763
19763 23108 77 19764
19764 23108 78 19765
19765 23108 79 19766
19766 23108 80 19767
19767 23108 81 19768
19768 23108 82 19769
19769 23108 83 19770
19770 23108 84 19771
19771 23108 85 19772
19772 23108 86 19773
19773 23108 87 19774
19774 23108 88 19775
19775 23108 89 19776
19776 23108 90 19777
19777 23108 91 19778
19778 23108 92 19779
19779 23108 93 7694
19780 47745 199 23617
19781 39642 223 18028
19782 0 0 0
19783 0 0 0
19784 24585 176 39482
19785 43702 80 8858
19786 15440 212 41321
19787 0 0 0
19788 50276 313 19789
19789 50276 314 20297
19790 31686 245 19791
19791 31686 246 19792
19792 31686 247 19793
19793 31686 248 19794
19794 31686 249 19795
19795 31686 250 19796
19796 31686 251 19797
19797 31686 252 17498
19798 54448 19 9643
19799 1040 49 26550
19800 0 0 0
19801 0 0 0
19802 1040 203 39276
19803 0 0 0
19804 33623 258 19805
19805 33623 259 19806
19806 33623 260 19807
19807 33623 261 39122
19808 5957 309 14424
19809 47124 122 29216
19810 0 0 0
19811 0 0 0
19812 43834 338 42144
19813 0 0 0
19814 24585 304 28544
19815 0 0 0
19816 0 0 0
19817 0 0 0
19818 39642 237 47148
19819 51450 120 2812
19820 65533 138 10489
19821 43702 282 25020
19822 15440 231 23089
19823 53927 307 16240
19824 53927 220 47101
19825 0 0 0
19826 15440 144 998
19827 0 0 0
19828 24852 75 38546
19829 62234 17 19830
19830 62234 18 19831
19831 62234 19 19832
19832 62234 20 19833
19833 62234 21 19834
19834 62234 22 19835
19835 62234 23 19836
19836 62234 24 19837
19837 62234 25 19838
19838 62234 26 19839
19839 62234 27 19840
19840 62234 28 19841
19841 62234 29 19842
19842 62234 30 19843
19843 62234 31 39126
19844 62086 102 24702
19845 0 0 0
19846 51101 180 19847
19847 51101 181 19848
19848 51101 182 5604
19849 54965 95 41395
19850 8102 5 3384
19851 65426 157 19852
19852 65426 158 19853
19853 65426 159 19854
19854 65426 160 19855
19855 65426 161 19856
19856 65426 162 19857
19857 65426 163 19858
19858 65426 164 19859
19859 65426 165 12620
19860 47745 58 36597
19861 0 0 0
19862 59282 109 14230
19863 0 0 0
19864 0 0 0
19865 0 0 0
19866 23940 63 4119
19867 0 0 0
19868 0 0 0
19869 0 0 0
19870 59282 167 49136
19871 0 0 0
19872 48643 52 14204
19873 41927 53 19874
19874 41927 54 19875
19875 41927 55 19876
19876 41927 56 4064
19877 19110 238 1266
19878 0 0 0
19879 0 0 0
19880 0 0 0
19881 46029 47 13924
19882 1552 17 13251
19883 0 0 0
19884 43772 19 20624
19885 0 0 0
19886 39642 181 1611
19887 52864 69 39477
19888 54939 148 38915
19889 0 0 0
19890 55895 133 19891
19891 55895 134 19892
19892 55895 135 19893
19893 55895 136 14719
19894 7968 13 31087
19895 0 0 0
19896 64205 161 22783
19897 0 0 0
19898 47745 60 31514
19899 0 0 0
19900 54939 44 5142
19901 0 0 0
19902 18860 55 25281
19903 9984 22 3797
19904 0 0 0
19905 0 0 0
19906 33623 225 19907
19907 33623 226 19908
19908 33623 227 2681
19909 27056 70 33141
19910 0 0 0
19911 2655 161 36043
19912 61128 48 32708
19913 0 0 0
19914 39642 5 44620
19915 0 0 0
19916 20140 54 5051
19917 0 0 0
19918 48643 39 35494
19919 0 0 0
19920 24149 70 43510
19921 0 0 0
19922 42383 279 19923
19923 42383 280 19924
19924 42383 281 19925
19925 42383 282 19926
19926 42383 283 19927
19927 42383 284 19928
19928 42383 285 19929
19929 42383 286 19930
19930 42383 287 19931
19931 42383 288 19932
19932 42383 289 19933
19933 42383 290 19934
19934 42383 291 19935
19935 42383 292 33149
19936 7968 30 5425
19937 0 0 0
19938 55919 205 49967
19939 0 0 0
19940 23940 182 27350
19941 53410 52 10852
19942 43702 216 37558
19943 55606 1 19944
19944 55606 2 19945
19945 55606 3 19946
19946 55606 4 19947
19947 55606 5 19948
19948 55606 6 19949
19949 55606 7 19950
19950 55606 8 19951
19951 55606 9 19952
19952 55606 10 19953
19953 55606 11 19954
19954 55606 12 19955
19955 55606 13 19956
19956 55606 14 19957
19957 55606 15 19958
19958 55606 16 19959
19959 55606 17 19960
19960 55606 18 19961
19961 55606 19 19962
19962 55606 20 19963
19963 55606 21 19964
19964 55606 22 19965
19965 55606 23 19966
19966 55606 24 19967
19967 55606 25 19968
19968 55606 26 19969
19969 55606 27 19970
19970 55606 28 19971
19971 55606 29 19972
19972 55606 30 19973
19973 55606 31 19974
19974 55606 32 19975
19975 55606 33 19976
19976 55606 34 19977
19977 55606 35 19978
19978 55606 36 19979
19979 55606 37 19980
19980 55606 38 19981
19981 55606 39 19982
19982 55606 40 19983
19983 55606 41 19984
19984 55606 42 19985
19985 55606 43 19986
19986 55606 44 19987
19987 55606 45 19988
19988 55606 46 19989
19989 55606 47 19990
19990 55606 48 19991
19991 55606 49 19992
19992 55606 50 19993
19993 55606 51 19994
19994 55606 52 19995
19995 55606 53 19996
19996 55606 54 19997
19997 55606 55 19998
19998 55606 56 19999
19999 55606 57 20000
20000 55606 58 20001
20001 55606 59 20002
20002 55606 60 20003
20003 55606 61 20004
20004 55606 62 20005
20005 55606 63 20006
20006 55606 64 20007
20007 55606 65 20008
20008 55606 66 20009
20009 55606 67 20010
20010 55606 68 20011
20011 55606 69 20012
20012 55606 70 20013
20013 55606 71 20014
20014 55606 72 20015
20015 55606 73 20016
20016 55606 74 20017
20017 55606 75 20018
20018 55606 76 20019
20019 55606 77 20020
20020 55606 78 20021
20021 55606 79 20022
20022 55606 80 20023
20023 55606 81 20024
20024 55606 82 20025
20025 55606 83 31356
20026 48063 55 40565
20027 40756 273 20028
20028 40756 274 20029
20029 40756 275 20030
20030 40756 276 20031
20031 40756 277 20032
20032 40756 278 28848
20033 26658 206 33450
20034 53410 84 42212
20035 23940 286 49804
20036 0 0 0
20037 53927 358 10308
20038 54448 44 9904
20039 55895 99 20040
20040 55895 100 20041
20041 55895 101 20042
20042 55895 102 20043
20043 55895 103 20044
20044 55895 104 20045
20045 55895 105 20046
20046 55895 106 42404
20047 15688 90 20048
20048 15688 91 20049
20049 15688 92 20050
20050 15688 93 20051
20051 15688 94 20052
20052 15688 95 20053
20053 15688 96 20054
20054 15688 97 20055
20055 15688 98 20056
20056 15688 99 20057
20057 15688 100 26957
20058 16438 27 42362
20059 0 0 0
20060 0 0 0
20061 19110 42 33860
20062 20643 278 20063
20063 20643 279 20064
20064 20643 280 20065
20065 20643 281 20066
20066 20643 282 20067
20067 20643 283 32498
20068 57032 86 32360
20069 33889 22 20070
20070 33889 23 20071
20071 33889 24 20072
20072 33889 25 20073
20073 33889 26 20074
20074 33889 27 20075
20075 33889 28 32288
20076 23940 216 30656
20077 0 0 0
20078 7968 194 48636
20079 0 0 0
20080 33623 54 20081
20081 33623 55 20082
20082 33623 56 20083
20083 33623 57 30378
20084 39642 166 18938
20085 0 0 0
20086 5026 308 12778
20087 0 0 0
20088 32949 7 20089
20089 32949 8 20090
20090 32949 9 20091
20091 32949 10 20092
20092 32949 11 20093
20093 32949 12 20094
20094 32949 13 20095
20095 32949 14 35455
20096 26658 114 6722
20097 26658 90 35614
20098 57032 259 43514
20099 0 0 0
20100 5957 313 28054
20101 0 0 0
20102 0 0 0
20103 0 0 0
20104 5160 303 20105
20105 5160 304 20106
20106 5160 305 20107
20107 5160 306 20108
20108 5160 307 22786
20109 25834 15 2452
20110 43834 41 44624
20111 51450 28 34592
20112 18860 15 36611
20113 0 0 0
20114 64205 155 2357
20115 63959 1 20116
20116 63959 2 20117
20117 63959 3 12663
20118 39588 154 20954
20119 0 0 0
20120 12999 14 26307
20121 0 0 0
20122 16438 32 1139
20123 0 0 0
20124 0 0 0
20125 0 0 0
20126 54921 63 41002
20127 18860 113 32002
20128 55919 59 26638
20129 0 0 0
20130 0 0 0
20131 19110 179 42348
20132 11352 10 20133
20133 11352 11 20134
20134 11352 12 20135
20135 11352 13 41690
20136 44218 60 20137
20137 44218 61 20138
20138 44218 62 20139
20139 44218 63 20140
20140 44218 64 46116
20141 2655 39 9390
20142 0 0 0
20143 20140 280 39424
20144 0 0 0
20145 0 0 0
20146 27583 145 33800
20147 0 0 0
20148 53927 234 37582
20149 0 0 0
20150 27294 92 20151
20151 27294 93 20152
20152 27294 94 20153
20153 27294 95 20154
20154 27294 96 20155
20155 27294 97 11173
20156 43547 99 20157
20157 43547 100 20158
20158 43547 101 20159
20159 43547 102 20160
20160 43547 103 20161
20161 43547 104 20162
20162 43547 105 20163
20163 43547 106 20164
20164 43547 107 20165
20165 43547 108 20166
20166 43547 109 20167
20167 43547 110 20168
20168 43547 111 20169
20169 43547 112 20170
20170 43547 113 20171
20171 43547 114 20172
20172 43547 115 20173
20173 43547 116 20174
20174 43547 117 20175
20175 43547 118 20176
20176 43547 119 20177
20177 43547 120 20178
20178 43547 121 20179
20179 43547 122 20180
20180 43547 123 20181
20181 43547 124 20182
20182 43547 125 20183
20183 43547 126 20184
20184 43547 127 20185
20185 43547 128 20186
20186 43547 129 20187
20187 43547 130 20188
20188 43547 131 15825
20189 26658 166 27664
20190 0 0 0
20191 43834 365 17532
20192 42383 107 20193
20193 42383 108 20194
20194 42383 109 20195
20195 42383 110 20196
20196 42383 111 20197
20197 42383 112 20198
20198 42383 113 20199
20199 42383 114 20200
20200 42383 115 20201
20201 42383 116 20202
20202 42383 117 20203
20203 42383 118 20204
20204 42383 119 20205
20205 42383 120 20206
20206 42383 121 20207
20207 42383 122 20208
20208 42383 123 12463
20209 54939 152 46935
20210 0 0 0
20211 3847 187 20212
20212 3847 188 20213
20213 3847 189 20214
20214 3847 190 20215
20215 3847 191 20216
20216 3847 192 20217
20217 3847 193 20884
20218 33889 218 20219
20219 33889 219 20220
20220 33889 220 20221
20221 33889 221 20222
20222 33889 222 20223
20223 33889 223 20224
20224 33889 224 20225
20225 33889 225 4928
20226 26658 220 26950
20227 46864 8 6758
20228 58056 84 23355
20229 0 0 0
20230 54939 221 35592
20231 0 0 0
20232 54939 34 10755
20233 0 0 0
20234 39145 88 20235
20235 39145 89 20236
20236 39145 90 20237
20237 39145 91 20238
20238 39145 92 20239
20239 39145 93 23168
20240 24585 298 8597
20241 0 0 0
20242 1720 43 20243
20243 1720 44 20244
20244 1720 45 20245
20245 1720 46 20246
20246 1720 47 20247
20247 1720 48 13596
20248 54939 87 15744
20249 53927 338 756
20250 27294 339 20251
20251 27294 340 20252
20252 27294 341 20253
20253 27294 342 20254
20254 27294 343 20255
20255 27294 344 10600
20256 57032 212 8118
20257 0 0 0
20258 26456 252 20259
20259 26456 253 20260
20260 26456 254 20261
20261 26456 255 20262
20262 26456 256 20263
20263 26456 257 20264
20264 26456 258 20400
20265 53423 254 20266
20266 53423 255 20267
20267 53423 256 20268
20268 53423 257 20269
20269 53423 258 20270
20270 53423 259 20271
20271 53423 260 20272
20272 53423 261 20273
20273 53423 262 20274
20274 53423 263 20275
20275 53423 264 20276
20276 53423 265 20277
20277 53423 266 20278
20278 53423 267 20279
20279 53423 268 20280
20280 53423 269 20281
20281 53423 270 20282
20282 53423 271 7434
20283 19110 138 17608
20284 0 0 0
20285 0 0 0
20286 48063 196 43938
20287 5026 295 28340
20288 47745 146 40286
20289 0 0 0
20290 39642 296 21662
20291 19110 120 25008
20292 0 0 0
20293 0 0 0
20294 25834 98 18163
20295 54939 106 47718
20296 7475 83 39865
20297 50276 315 20298
20298 50276 316 30788
20299 33889 211 20300
20300 33889 212 20301
20301 33889 213 20302
20302 33889 214 20303
20303 33889 215 20304
20304 33889 216 20305
20305 33889 217 20218
20306 25561 15 35135
20307 24149 30 6278
20308 43834 203 11775
20309 0 0 0
20310 50276 251 20311
20311 50276 252 26731
20312 47745 283 22416
20313 0 0 0
20314 47124 219 11154
20315 0 0 0
20316 54965 35 47687
20317 0 0 0
20318 0 0 0
20319 0 0 0
20320 22501 53 27790
20321 0 0 0
20322 1040 3 26476
20323 50276 305 20324
20324 50276 306 20325
20325 50276 307 29626
20326 54965 304 5398
20327 52864 116 4839
20328 19110 135 47352
20329 0 0 0
20330 0 0 0
20331 22501 104 33515
20332 62086 36 5386
20333 0 0 0
20334 1720 177 20335
20335 1720 178 20336
20336 1720 179 20337
20337 1720 180 20338
20338 1720 181 20339
20339 1720 182 14394
20340 48063 70 7174
20341 65533 171 33263
20342 53410 211 42944
20343 0 0 0
20344 55919 296 20723
20345 0 0 0
20346 0 0 0
20347 0 0 0
20348 41927 236 20349
20349 41927 237 20350
20350 41927 238 20351
20351 41927 239 12668
20352 19110 181 33641
20353 2655 137 11470
20354 22501 60 39680
20355 0 0 0
20356 62086 48 20600
20357 0 0 0
20358 52864 173 26193
20359 7475 189 38962
20360 54448 58 26308
20361 55919 346 45532
20362 57032 88 46699
20363 0 0 0
20364 54965 324 22812
20365 0 0 0
20366 35609 162 35782
20367 42383 185 20368
20368 42383 186 20369
20369 42383 187 20370
20370 42383 188 20371
20371 42383 189 20372
20372 42383 190 20373
20373 42383 191 20374
20374 42383 192 20375
20375 42383 193 20376
20376 42383 194 20377
20377 42383 195 20378
20378 42383 196 20379
20379 42383 197 20380
20380 42383 198 20381
20381 42383 199 20382
20382 42383 200 20383
20383 42383 201 20384
20384 42383 202 20385
20385 42383 203 20386
20386 42383 204 20387
20387 42383 205 20388
20388 42383 206 20389
20389 42383 207 20390
20390 42383 208 20391
20391 42383 209 20392
20392 42383 210 20393
20393 42383 211 37328
20394 7968 11 10312
20395 0 0 0
20396 27583 163 45538
20397 46336 86 20398
20398 46336 87 20399
20399 46336 88 46996
20400 26456 259 20401
20401 26456 260 20402
20402 26456 261 20403
20403 26456 262 21156
20404 53927 231 36909
20405 43772 16 29530
20406 18860 93 39419
20407 0 0 0
20408 15440 142 19473
20409 0 0 0
20410 43834 360 34894
20411 0 0 0
20412 18860 33 28880
20413 0 0 0
20414 47745 321 11762
20415 0 0 0
20416 0 0 0
20417 0 0 0
20418 20656 24 7182
20419 53927 65 4882
20420 43834 188 11882
20421 0 0 0
20422 43834 117 17051
20423 24411 141 20424
20424 24411 142 20425
20425 24411 143 20426
20426 24411 144 20427
20427 24411 145 20428
20428 24411 146 42469
20429 2655 191 33931
20430 0 0 0
20431 0 0 0
20432 28802 74 47944
20433 0 0 0
20434 7968 243 10218
20435 0 0 0
20436 15440 160 41247
20437 5026 287 9592
20438 0 0 0
20439 0 0 0
20440 43702 86 13770
20441 0 0 0
20442 53410 91 39639
20443 0 0 0
20444 64205 231 1
20445 0 0 0
20446 24585 122 31994
20447 0 0 0
20448 0 0 0
20449 0 0 0
20450 25834 87 44326
20451 0 0 0
20452 0 0 0
20453 0 0 0
20454 39588 179 7492
20455 0 0 0
20456 35609 209 47899
20457 53410 119 2886
20458 46336 5 20459
20459 46336 6 20460
20460 46336 7 20461
20461 46336 8 34219
20462 53927 252 36740
20463 0 0 0
20464 0 0 0
20465 0 0 0
20466 64205 4 41365
20467 0 0 0
20468 6157 201 20469
20469 6157 202 20470
20470 6157 203 20471
20471 6157 204 20472
20472 6157 205 20473
20473 6157 206 20474
20474 6157 207 20475
20475 6157 208 547
20476 19110 45 21506
20477 54965 330 12293
20478 0 0 0
20479 35609 303 7398
20480 28219 177 45402
20481 0 0 0
20482 0 0 0
20483 0 0 0
20484 20140 284 20587
20485 0 0 0
20486 0 0 0
20487 0 0 0
20488 26658 213 44845
20489 7475 226 41867
20490 7968 259 21435
20491 0 0 0
20492 23940 284 10820
20493 0 0 0
20494 15440 121 44530
20495 65533 219 10788
20496 0 0 0
20497 0 0 0
20498 65533 131 15930
20499 43702 152 44482
20500 2359 91 20501
20501 2359 92 1
20502 0 0 0
20503 0 0 0
20504 0 0 0
20505 0 0 0
20506 18465 67 24703
20507 0 0 0
20508 0 0 0
20509 0 0 0
20510 5957 174 25777
20511 46029 78 24475
20512 7968 241 32034
20513 0 0 0
20514 24411 135 20515
20515 24411 136 20516
20516 24411 137 20517
20517 24411 138 20518
20518 24411 139 20519
20519 24411 140 20423
20520 26396 108 20521
20521 26396 109 20522
20522 26396 110 20523
20523 26396 111 20524
20524 26396 112 20525
20525 26396 113 20526
20526 26396 114 20527
20527 26396 115 20528
20528 26396 116 20529
20529 26396 117 20530
20530 26396 118 20531
20531 26396 119 20532
20532 26396 120 20533
20533 26396 121 20534
20534 26396 122 20535
20535 26396 123 20536
20536 26396 124 20537
20537 26396 125 20538
20538 26396 126 20539
20539 26396 127 20540
20540 26396 128 20541
20541 26396 129 20542
20542 26396 130 20543
20543 26396 131 20544
20544 26396 132 20545
20545 26396 133 20546
20546 26396 134 20547
20547 26396 135 20548
20548 26396 136 20549
20549 26396 137 20550
20550 26396 138 20551
20551 26396 139 20552
20552 26396 140 20553
20553 26396 141 20554
20554 26396 142 20555
20555 26396 143 20556
20556 26396 144 20557
20557 26396 145 20558
20558 26396 146 20559
20559 26396 147 20560
20560 26396 148 20561
20561 26396 149 20562
20562 26396 150 20563
20563 26396 151 20564
20564 26396 152 20565
20565 26396 153 20566
20566 26396 154 20567
20567 26396 155 20568
20568 26396 156 20569
20569 26396 157 20570
20570 26396 158 20571
20571 26396 159 20572
20572 26396 160 20573
20573 26396 161 20574
20574 26396 162 20575
20575 26396 163 20576
20576 26396 164 20577
20577 26396 165 20578
20578 26396 166 20579
20579 26396 167 20580
20580 26396 168 20581
20581 26396 169 20582
20582 26396 170 20583
20583 26396 171 13558
20584 39588 8 4852
20585 0 0 0
20586 0 0 0
20587 20140 285 14352
20588 44631 280 20589
20589 44631 281 4366
20590 54448 26 4196
20591 0 0 0
20592 33623 320 20593
20593 33623 321 20594
20594 33623 322 48600
20595 20140 292 10842
20596 44631 205 20597
20597 44631 206 48298
20598 15440 38 6304
20599 0 0 0
20600 62086 49 19007
20601 1040 68 22799
20602 50276 161 20603
20603 50276 162 20604
20604 50276 163 20605
20605 50276 164 6575
20606 5026 21 16503
20607 0 0 0
20608 54906 174 20609
20609 54906 175 20610
20610 54906 176 20611
20611 54906 177 20612
20612 54906 178 20613
20613 54906 179 20614
20614 54906 180 43565
20615 48063 6 6378
20616 23940 62 19866
20617 0 0 0
20618 20140 242 8854
20619 0 0 0
20620 35609 77 41381
20621 40756 240 20622
20622 40756 241 20623
20623 40756 242 42151
20624 43772 20 14658
20625 28950 111 7899
20626 11290 131 20627
20627 11290 132 20628
20628 11290 133 20629
20629 11290 134 20630
20630 11290 135 20631
20631 11290 136 20632
20632 11290 137 20633
20633 11290 138 20634
20634 11290 139 20635
20635 11290 140 20636
20636 11290 141 20637
20637 11290 142 20638
20638 11290 143 20639
20639 11290 144 20640
20640 11290 145 20641
20641 11290 146 20642
20642 11290 147 20643
20643 11290 148 47996
20644 53927 355 19280
20645 0 0 0
20646 20643 350 20647
20647 20643 351 10483
20648 35609 180 44867
20649 6965 203 20650
20650 6965 204 20651
20651 6965 205 20652
20652 6965 206 24283
20653 1040 146 23986
20654 25834 238 37360
20655 0 0 0
20656 19110 250 39616
20657 0 0 0
20658 57032 293 29674
20659 0 0 0
20660 20140 50 42
20661 0 0 0
20662 47124 247 36298
20663 0 0 0
20664 0 0 0
20665 0 0 0
20666 7968 94 813
20667 0 0 0
20668 0 0 0
20669 0 0 0
20670 20140 15 31876
20671 0 0 0
20672 1040 165 12468
20673 0 0 0
20674 0 0 0
20675 33889 167 20676
20676 33889 168 20677
20677 33889 169 20678
20678 33889 170 20679
20679 33889 171 12145
20680 28219 72 48468
20681 12999 9 33124
20682 0 0 0
20683 0 0 0
20684 20140 168 21193
20685 0 0 0
20686 7475 128 27383
20687 0 0 0
20688 61128 2 28418
20689 0 0 0
20690 0 0 0
20691 19110 17 21413
20692 7475 29 12169
20693 43702 194 23264
20694 27583 38 44036
20695 15440 147 26189
