100000 2000
45739 20223 62 45740
45740 20223 63 45741
45741 20223 64 45742
45742 20223 65 45743
45743 20223 66 45744
45744 20223 67 45745
45745 20223 68 45746
45746 20223 69 45747
45747 20223 70 45748
45748 20223 71 45749
45749 20223 72 45750
45750 20223 73 45751
45751 20223 74 45752
45752 20223 75 45753
45753 20223 76 45754
45754 20223 77 45755
45755 20223 78 45756
45756 20223 79 1
45757 2600 63 45758
45758 2600 64 45759
45759 2600 65 45760
45760 2600 66 33513
45761 7060 21 79668
45762 29906 48 83452
45763 51852 17 21458
45764 41426 15 45765
45765 41426 16 45766
45766 41426 17 45767
45767 41426 18 51970
45768 49994 44 43316
45769 0 0 0
45770 26390 21 1
45771 22140 1 66210
45772 52994 56 45320
45773 0 0 0
45774 11559 16 28829
45775 0 0 0
45776 8423 57 66567
45777 37948 8 19131
45778 21767 13 16636
45779 0 0 0
45780 24671 40 16506
45781 0 0 0
45782 57949 4 63700
45783 0 0 0
45784 43885 15 65991
45785 0 0 0
45786 33438 21 90355
45787 0 0 0
45788 0 0 0
45789 4228 7 49600
45790 28901 1 29147
45791 0 0 0
45792 0 0 0
45793 21455 28 45794
45794 21455 29 45795
45795 21455 30 16526
45796 27497 1 58774
45797 0 0 0
45798 11182 5 9254
45799 11559 23 782
45800 0 0 0
45801 0 0 0
45802 49623 26 81752
45803 57228 26 44642
45804 30900 3 99790
45805 64910 24 11781
45806 43680 43 23074
45807 0 0 0
45808 43680 62 98751
45809 37567 47 63937
45810 0 0 0
45811 33608 20 17084
45812 34249 39 13066
45813 0 0 0
45814 18097 35 45815
45815 18097 36 45816
45816 18097 37 45817
45817 18097 38 45818
45818 18097 39 45819
45819 18097 40 45820
45820 18097 41 45821
45821 18097 42 45822
45822 18097 43 45823
45823 18097 44 45824
45824 18097 45 45825
45825 18097 46 45826
45826 18097 47 45827
45827 18097 48 45828
45828 18097 49 45829
45829 18097 50 45830
45830 18097 51 45831
45831 18097 52 45832
45832 18097 53 45833
45833 18097 54 45834
45834 18097 55 45835
45835 18097 56 45836
45836 18097 57 45837
45837 18097 58 45838
45838 18097 59 45839
45839 18097 60 45840
45840 18097 61 1
45841 0 0 0
45842 51436 30 34804
45843 17362 42 42916
45844 52777 9 73712
45845 62207 6 97128
45846 30306 31 87069
45847 0 0 0
45848 34026 20 17004
45849 0 0 0
45850 49125 31 23842
45851 0 0 0
45852 0 0 0
45853 0 0 0
45854 27862 3 59883
45855 0 0 0
45856 12487 8 19834
45857 0 0 0
45858 0 0 0
45859 51726 11 90113
45860 47620 25 13112
45861 58909 26 51049
45862 8335 37 45863
45863 8335 38 45864
45864 8335 39 45865
45865 8335 40 45866
45866 8335 41 45867
45867 8335 42 45868
45868 8335 43 45869
45869 8335 44 45870
45870 8335 45 1
45871 34026 7 31497
45872 54512 34 63260
45873 0 0 0
45874 50094 1 33457
45875 45376 1 45876
45876 45376 2 45877
45877 45376 3 45878
45878 45376 4 45879
45879 45376 5 45880
45880 45376 6 45881
45881 45376 7 45882
45882 45376 8 45883
45883 45376 9 45884
45884 45376 10 45885
45885 45376 11 45886
45886 45376 12 45887
45887 45376 13 45888
45888 45376 14 45889
45889 45376 15 45890
45890 45376 16 45891
45891 45376 17 45892
45892 45376 18 45893
45893 45376 19 45894
45894 45376 20 45895
45895 45376 21 45896
45896 45376 22 45897
45897 45376 23 45898
45898 45376 24 45899
45899 45376 25 45900
45900 45376 26 45901
45901 45376 27 45902
45902 45376 28 45903
45903 45376 29 45904
45904 45376 30 45905
45905 45376 31 45906
45906 45376 32 45907
45907 45376 33 38566
45908 55665 44 78986
45909 0 0 0
45910 0 0 0
45911 0 0 0
45912 59175 10 31500
45913 0 0 0
45914 35416 19 41460
45915 46088 9 84434
45916 43885 6 1533
45917 0 0 0
45918 0 0 0
45919 0 0 0
45920 0 0 0
45921 26379 29 87440
45922 23750 16 75102
45923 9368 53 2395
45924 0 0 0
45925 0 0 0
45926 52969 8 90204
45927 0 0 0
45928 4381 22 27334
45929 0 0 0
45930 45457 14 24392
45931 10211 1 85119
45932 14751 12 12622
45933 45043 1 45934
45934 45043 2 45935
45935 45043 3 45936
45936 45043 4 45937
45937 45043 5 58114
45938 54131 11 94722
45939 0 0 0
45940 26772 7 54272
45941 56373 74 69919
45942 62986 62 6417
45943 22670 14 45944
45944 22670 15 45945
45945 22670 16 45946
45946 22670 17 45947
45947 22670 18 45948
45948 22670 19 45949
45949 22670 20 45950
45950 22670 21 45951
45951 22670 22 1551
45952 33737 16 1
45953 0 0 0
45954 0 0 0
45955 0 0 0
45956 29906 8 34224
45957 0 0 0
45958 21266 12 38452
45959 0 0 0
45960 0 0 0
45961 20352 21 45962
45962 20352 22 45963
45963 20352 23 64202
45964 6894 69 4172
45965 0 0 0
45966 55665 22 68580
45967 42946 63 45968
45968 42946 64 85726
45969 53449 51 38842
45970 54765 28 13250
45971 44192 61 45972
45972 44192 62 45973
45973 44192 63 45974
45974 44192 64 45975
45975 44192 65 45976
45976 44192 66 45977
45977 44192 67 45978
45978 44192 68 45979
45979 44192 69 52212
45980 10854 18 21036
45981 0 0 0
45982 50527 31 79909
45983 0 0 0
45984 31834 7 69590
45985 0 0 0
45986 32109 4 32097
45987 0 0 0
45988 40756 1 45989
45989 40756 2 45990
45990 40756 3 45991
45991 40756 4 45992
45992 40756 5 45993
45993 40756 6 45994
45994 40756 7 45995
45995 40756 8 45996
45996 40756 9 45997
45997 40756 10 45998
45998 40756 11 45999
45999 40756 12 46000
46000 40756 13 46001
46001 40756 14 32440
46002 6236 9 91366
46003 62084 22 46004
46004 62084 23 46005
46005 62084 24 46006
46006 62084 25 46007
46007 62084 26 1
46008 61555 53 66209
46009 0 0 0
46010 58590 13 46011
46011 58590 14 46012
46012 58590 15 46938
46013 56193 14 31560
46014 0 0 0
46015 23003 4 71693
46016 0 0 0
46017 0 0 0
46018 50913 17 46019
46019 50913 18 46020
46020 50913 19 46021
46021 50913 20 46022
46022 50913 21 46023
46023 50913 22 46024
46024 50913 23 46025
46025 50913 24 46026
46026 50913 25 46027
46027 50913 26 46028
46028 50913 27 46029
46029 50913 28 46030
46030 50913 29 46031
46031 50913 30 46032
46032 50913 31 46033
46033 50913 32 46034
46034 50913 33 46035
46035 50913 34 46036
46036 50913 35 46037
46037 50913 36 46038
46038 50913 37 64700
46039 21922 7 9588
46040 19603 3 35916
46041 0 0 0
46042 0 0 0
46043 0 0 0
46044 12312 8 91898
46045 0 0 0
46046 0 0 0
46047 8423 1 28269
46048 27738 21 66250
46049 28253 43 37496
46050 49855 29 46051
46051 49855 30 46052
46052 49855 31 46053
46053 49855 32 46054
46054 49855 33 93976
46055 11508 69 41640
46056 11447 3 93317
46057 818 3 87346
46058 0 0 0
46059 0 0 0
46060 0 0 0
46061 62255 2 33130
46062 43658 4 30290
46063 62162 21 35161
46064 0 0 0
46065 0 0 0
46066 16303 14 39455
46067 0 0 0
46068 60018 11 13990
46069 0 0 0
46070 0 0 0
46071 0 0 0
46072 21370 33 88613
46073 0 0 0
46074 45633 38 46075
46075 45633 39 5727
46076 32772 22 67525
46077 35649 13 78460
46078 21641 42 80582
46079 8037 55 46080
46080 8037 56 46081
46081 8037 57 96119
46082 11759 11 69560
46083 17183 27 83288
46084 58735 34 46085
46085 58735 35 46086
46086 58735 36 46087
46087 58735 37 46088
46088 58735 38 46089
46089 58735 39 6428
46090 48197 6 44354
46091 0 0 0
46092 35587 51 64428
46093 0 0 0
46094 0 0 0
46095 0 0 0
46096 12092 29 72282
46097 0 0 0
46098 0 0 0
46099 27057 23 39832
46100 0 0 0
46101 12125 50 46102
46102 12125 51 46103
46103 12125 52 46104
46104 12125 53 46105
46105 12125 54 56222
46106 56373 29 29818
46107 0 0 0
46108 28901 45 97768
46109 0 0 0
46110 27034 9 23655
46111 24671 47 83094
46112 22262 13 24576
46113 17319 44 2611
46114 63021 8 76372
46115 0 0 0
46116 0 0 0
46117 33913 20 46118
46118 33913 21 46119
46119 33913 22 70083
46120 8398 17 44746
46121 0 0 0
46122 30511 16 73168
46123 0 0 0
46124 33521 23 33631
46125 0 0 0
46126 0 0 0
46127 0 0 0
46128 17613 3 58779
46129 31185 16 46130
46130 31185 17 46131
46131 31185 18 46132
46132 31185 19 46133
46133 31185 20 46134
46134 31185 21 46135
46135 31185 22 46136
46136 31185 23 46137
46137 31185 24 46138
46138 31185 25 46139
46139 31185 26 1
46140 0 0 0
46141 0 0 0
46142 12851 39 11630
46143 49532 3 55820
46144 49329 45 35191
46145 0 0 0
46146 0 0 0
46147 0 0 0
46148 11559 39 95389
46149 0 0 0
46150 57631 55 3161
46151 0 0 0
46152 31929 31 73170
46153 0 0 0
46154 16683 30 27095
46155 11508 35 73575
46156 25641 53 46157
46157 25641 54 1
46158 55572 70 1536
46159 31079 39 59537
46160 59758 66 96866
46161 0 0 0
46162 0 0 0
46163 0 0 0
46164 13810 1 46165
46165 13810 2 46166
46166 13810 3 46167
46167 13810 4 46168
46168 13810 5 46169
46169 13810 6 46170
46170 13810 7 46171
46171 13810 8 46172
46172 13810 9 46173
46173 13810 10 46174
46174 13810 11 46175
46175 13810 12 46176
46176 13810 13 46177
46177 13810 14 46178
46178 13810 15 46179
46179 13810 16 46180
46180 13810 17 46181
46181 13810 18 46182
46182 13810 19 46183
46183 13810 20 46184
46184 13810 21 46185
46185 13810 22 46186
46186 13810 23 46187
46187 13810 24 46188
46188 13810 25 46189
46189 13810 26 46190
46190 13810 27 46191
46191 13810 28 1
46192 1646 68 46193
46193 1646 69 38308
46194 47982 28 4752
46195 21603 25 38466
46196 50605 5 64212
46197 0 0 0
46198 55846 27 76160
46199 435 1 46200
46200 435 2 46201
46201 435 3 46202
46202 435 4 46203
46203 435 5 46204
46204 435 6 46205
46205 435 7 46206
46206 435 8 46207
46207 435 9 46208
46208 435 10 46209
46209 435 11 6540
46210 4176 31 72324
46211 3375 10 85694
46212 36568 65 1
46213 55572 11 87242
46214 39792 10 93667
46215 25069 32 56640
46216 17931 6 15302
46217 62590 1 46218
46218 62590 2 46219
46219 62590 3 46220
46220 62590 4 46221
46221 62590 5 95680
46222 27497 22 20142
46223 0 0 0
46224 22620 39 38241
46225 0 0 0
46226 46945 2 33117
46227 6593 30 46228
46228 6593 31 46229
46229 6593 32 46230
46230 6593 33 46231
46231 6593 34 1
46232 41891 32 46233
46233 41891 33 46234
46234 41891 34 46235
46235 41891 35 46236
46236 41891 36 46237
46237 41891 37 46238
46238 41891 38 46239
46239 41891 39 46240
46240 41891 40 46241
46241 41891 41 46242
46242 41891 42 46243
46243 41891 43 46244
46244 41891 44 46245
46245 41891 45 46246
46246 41891 46 46247
46247 41891 47 46248
46248 41891 48 46249
46249 41891 49 25530
46250 10066 13 83347
46251 0 0 0
46252 13957 1 46253
46253 13957 2 46254
46254 13957 3 46255
46255 13957 4 87726
46256 28838 23 73554
46257 17319 40 76656
46258 0 0 0
46259 0 0 0
46260 23861 5 98010
46261 64737 26 27726
46262 0 0 0
46263 0 0 0
46264 21455 55 46265
46265 21455 56 46266
46266 21455 57 1
46267 17798 1 46268
46268 17798 2 46269
46269 17798 3 46270
46270 17798 4 46271
46271 17798 5 46272
46272 17798 6 46273
46273 17798 7 46274
46274 17798 8 46275
46275 17798 9 46276
46276 17798 10 46277
46277 17798 11 46278
46278 17798 12 46279
46279 17798 13 46280
46280 17798 14 46281
46281 17798 15 46282
46282 17798 16 46283
46283 17798 17 46284
46284 17798 18 46285
46285 17798 19 46286
46286 17798 20 46287
46287 17798 21 46288
46288 17798 22 46289
46289 17798 23 46290
46290 17798 24 46291
46291 17798 25 46292
46292 17798 26 46293
46293 17798 27 46294
46294 17798 28 46295
46295 17798 29 46296
46296 17798 30 46297
46297 17798 31 46298
46298 17798 32 46299
46299 17798 33 46300
46300 17798 34 46301
46301 17798 35 46302
46302 17798 36 46303
46303 17798 37 46304
46304 17798 38 46305
46305 17798 39 46306
46306 17798 40 46307
46307 17798 41 46308
46308 17798 42 46309
46309 17798 43 46310
46310 17798 44 46311
46311 17798 45 46312
46312 17798 46 46313
46313 17798 47 46314
46314 17798 48 46315
46315 17798 49 46316
46316 17798 50 46317
46317 17798 51 46318
46318 17798 52 46319
46319 17798 53 46320
46320 17798 54 46321
46321 17798 55 46322
46322 17798 56 46323
46323 17798 57 46324
46324 17798 58 46325
46325 17798 59 46326
46326 17798 60 46327
46327 17798 61 46328
46328 17798 62 46329
46329 17798 63 46330
46330 17798 64 46331
46331 17798 65 46332
46332 17798 66 46333
46333 17798 67 46334
46334 17798 68 46335
46335 17798 69 46336
46336 17798 70 46337
46337 17798 71 46338
46338 17798 72 1
46339 53660 12 93101
46340 38065 69 79597
46341 26310 41 50626
46342 0 0 0
46343 0 0 0
46344 45279 2 44848
46345 8398 5 71698
46346 52994 50 35108
46347 0 0 0
46348 0 0 0
46349 12634 41 3374
46350 4381 28 99814
46351 60191 4 84347
46352 62256 7 10844
46353 38355 14 63783
46354 18273 35 90029
46355 0 0 0
46356 1912 1 46357
46357 1912 2 46358
46358 1912 3 46359
46359 1912 4 46360
46360 1912 5 46361
46361 1912 6 46362
46362 1912 7 46363
46363 1912 8 46364
46364 1912 9 46365
46365 1912 10 46366
46366 1912 11 46367
46367 1912 12 46368
46368 1912 13 46369
46369 1912 14 46370
46370 1912 15 46371
46371 1912 16 46372
46372 1912 17 46373
46373 1912 18 46374
46374 1912 19 46375
46375 1912 20 46376
46376 1912 21 46377
46377 1912 22 46378
46378 1912 23 46379
46379 1912 24 46380
46380 1912 25 46381
46381 1912 26 46382
46382 1912 27 46383
46383 1912 28 46384
46384 1912 29 46385
46385 1912 30 46386
46386 1912 31 20826
46387 48120 7 61472
46388 0 0 0
46389 28332 43 31268
46390 0 0 0
46391 0 0 0
46392 59758 22 48517
46393 61625 64 46394
46394 61625 65 46395
46395 61625 66 91594
46396 31011 21 75228
46397 38065 34 35642
46398 19086 26 46399
46399 19086 27 46400
46400 19086 28 46401
46401 19086 29 42854
46402 43491 1 46403
46403 43491 2 46404
46404 43491 3 46405
46405 43491 4 46406
46406 43491 5 46407
46407 43491 6 46408
46408 43491 7 46409
46409 43491 8 46410
46410 43491 9 46411
46411 43491 10 46412
46412 43491 11 46413
46413 43491 12 46414
46414 43491 13 46415
46415 43491 14 43206
46416 25532 58 34668
46417 0 0 0
46418 16929 3 89202
46419 0 0 0
46420 59254 9 46421
46421 59254 10 46422
46422 59254 11 46423
46423 59254 12 46424
46424 59254 13 46425
46425 59254 14 46426
46426 59254 15 46427
46427 59254 16 46428
46428 59254 17 46429
46429 59254 18 46430
46430 59254 19 46431
46431 59254 20 43084
46432 23003 9 69610
46433 0 0 0
46434 64525 5 31217
46435 0 0 0
46436 49329 5 99641
46437 0 0 0
46438 0 0 0
46439 50527 58 5654
46440 49767 8 33359
46441 35747 32 6208
46442 0 0 0
46443 11111 14 46444
46444 11111 15 46445
46445 11111 16 46446
46446 11111 17 46447
46447 11111 18 46448
46448 11111 19 46449
46449 11111 20 46450
46450 11111 21 46451
46451 11111 22 46452
46452 11111 23 46453
46453 11111 24 46454
46454 11111 25 3112
46455 38800 48 80566
46456 28975 2 16028
46457 0 0 0
46458 22262 6 57841
46459 0 0 0
46460 36787 20 86615
46461 37663 21 46462
46462 37663 22 46463
46463 37663 23 51531
46464 8410 17 46465
46465 8410 18 46466
46466 8410 19 1
46467 49994 22 4642
46468 27986 56 46469
46469 27986 57 46470
46470 27986 58 46471
46471 27986 59 46472
46472 27986 60 46473
46473 27986 61 11980
46474 55675 35 66598
46475 13132 30 46476
46476 13132 31 46477
46477 13132 32 46478
46478 13132 33 46479
46479 13132 34 46480
46480 13132 35 46481
46481 13132 36 7450
46482 55675 41 77506
46483 0 0 0
46484 30306 12 989
46485 0 0 0
46486 62410 23 75229
46487 16004 17 57238
46488 8411 7 85736
46489 0 0 0
46490 55572 76 1
46491 51301 63 58311
46492 55675 16 41180
46493 0 0 0
46494 34689 1 46495
46495 34689 2 46496
46496 34689 3 46497
46497 34689 4 14540
46498 26310 37 36248
46499 30035 46 46500
46500 30035 47 46501
46501 30035 48 46502
46502 30035 49 46503
46503 30035 50 46504
46504 30035 51 46505
46505 30035 52 46506
46506 30035 53 46507
46507 30035 54 46508
46508 30035 55 98846
46509 43904 6 6686
46510 61555 11 32676
46511 0 0 0
46512 13377 56 19535
46513 0 0 0
46514 0 0 0
46515 0 0 0
46516 60604 18 46517
46517 60604 19 46518
46518 60604 20 46519
46519 60604 21 46520
46520 60604 22 46521
46521 60604 23 46522
46522 60604 24 46523
46523 60604 25 46524
46524 60604 26 46525
46525 60604 27 4528
46526 52153 12 86231
46527 0 0 0
46528 33272 23 92780
46529 48215 22 46530
46530 48215 23 46531
46531 48215 24 46532
46532 48215 25 46533
46533 48215 26 46534
46534 48215 27 7980
46535 33841 2 73531
46536 17981 15 96946
46537 0 0 0
46538 46879 36 46539
46539 46879 37 94042
46540 54617 1 46541
46541 54617 2 46542
46542 54617 3 46543
46543 54617 4 46544
46544 54617 5 46545
46545 54617 6 26710
46546 18923 25 43960
46547 0 0 0
46548 16682 12 19594
46549 0 0 0
46550 51704 45 79981
46551 34135 50 23024
46552 47815 11 22678
46553 62125 35 46554
46554 62125 36 46555
46555 62125 37 46556
46556 62125 38 46557
46557 62125 39 82105
46558 64045 25 46559
46559 64045 26 46560
46560 64045 27 46561
46561 64045 28 46562
46562 64045 29 46563
46563 64045 30 46564
46564 64045 31 46565
46565 64045 32 46566
46566 64045 33 46567
46567 64045 34 46568
46568 64045 35 38139
46569 51463 36 50646
46570 21314 64 79372
46571 37245 27 21743
46572 14043 9 46931
46573 60825 38 46574
46574 60825 39 46575
46575 60825 40 46576
46576 60825 41 46577
46577 60825 42 4198
46578 55009 3 74695
46579 0 0 0
46580 25069 1 43836
46581 65418 7 1011
46582 539 44 46583
46583 539 45 46584
46584 539 46 46585
46585 539 47 46586
46586 539 48 27439
46587 7737 3 4357
46588 0 0 0
46589 0 0 0
46590 27497 10 10196
46591 0 0 0
46592 0 0 0
46593 0 0 0
46594 19205 36 83746
46595 5465 8 46596
46596 5465 9 46597
46597 5465 10 89510
46598 49938 55 83570
46599 52777 17 57645
46600 37426 7 46601
46601 37426 8 46602
46602 37426 9 92719
46603 7737 23 84432
46604 0 0 0
46605 0 0 0
46606 63451 20 2196
46607 0 0 0
46608 0 0 0
46609 42651 28 90567
46610 8423 52 51310
46611 0 0 0
46612 11110 1 46613
46613 11110 2 46614
46614 11110 3 61895
46615 9348 1 46616
46616 9348 2 46617
46617 9348 3 46618
46618 9348 4 66003
46619 47581 33 1
46620 0 0 0
46621 0 0 0
46622 16683 9 60956
46623 0 0 0
46624 52969 68 69380
46625 0 0 0
46626 0 0 0
46627 19603 41 3351
46628 60719 37 46629
46629 60719 38 46630
46630 60719 39 8162
46631 36425 28 4204
46632 0 0 0
46633 9952 11 96268
46634 37567 1 75490
46635 0 0 0
46636 14043 62 33100
46637 0 0 0
46638 17931 4 64337
46639 48458 69 21002
46640 34026 10 33018
46641 0 0 0
46642 5776 77 46643
46643 5776 78 46644
46644 5776 79 99870
46645 62256 2 37780
46646 27034 28 86753
46647 0 0 0
46648 55572 34 38760
46649 23897 23 46650
46650 23897 24 46651
46651 23897 25 59566
46652 21316 8 33040
46653 0 0 0
46654 29148 62 46655
46655 29148 63 1
46656 47815 63 36211
46657 26390 14 46658
46658 26390 15 46659
46659 26390 16 46660
46660 26390 17 46661
46661 26390 18 46662
46662 26390 19 46663
46663 26390 20 45770
46664 5109 5 46665
46665 5109 6 43709
46666 11290 16 46667
46667 11290 17 46668
46668 11290 18 46669
46669 11290 19 46670
46670 11290 20 46671
46671 11290 21 46672
46672 11290 22 46673
46673 11290 23 74535
46674 21641 46 61758
46675 0 0 0
46676 0 0 0
46677 0 0 0
46678 7286 39 75884
46679 0 0 0
46680 0 0 0
46681 0 0 0
46682 33520 8 31366
46683 0 0 0
46684 13403 15 38376
46685 0 0 0
46686 5109 45 46687
46687 5109 46 46688
46688 5109 47 46689
46689 5109 48 46690
46690 5109 49 46691
46691 5109 50 46692
46692 5109 51 46693
46693 5109 52 93617
46694 42245 11 72626
46695 0 0 0
46696 21575 21 49696
46697 21922 22 34724
46698 49329 19 58052
46699 0 0 0
46700 0 0 0
46701 53022 29 47146
46702 43642 33 38008
46703 23736 24 46704
46704 23736 25 46705
46705 23736 26 46706
46706 23736 27 46707
46707 23736 28 46708
46708 23736 29 46709
46709 23736 30 63979
46710 18450 42 37777
46711 0 0 0
46712 0 0 0
46713 19086 47 46714
46714 19086 48 46715
46715 19086 49 46716
46716 19086 50 30359
46717 18450 54 1
46718 56193 28 72594
46719 5923 9 83814
46720 59254 1 46721
46721 59254 2 46722
46722 59254 3 46723
46723 59254 4 46724
46724 59254 5 46725
46725 59254 6 46726
46726 59254 7 46727
46727 59254 8 46420
46728 25713 63 23988
46729 0 0 0
46730 53558 26 5598
46731 35961 51 51273
46732 30511 43 39772
46733 0 0 0
46734 11559 29 52957
46735 3288 1 46736
46736 3288 2 46737
46737 3288 3 41112
46738 29779 24 29536
46739 0 0 0
46740 42651 44 40362
46741 41801 15 36656
46742 0 0 0
46743 0 0 0
46744 9739 11 17860
46745 52994 21 54953
46746 15161 14 22571
46747 35649 25 89650
46748 17981 23 63515
46749 13874 24 41990
46750 2387 13 46751
46751 2387 14 46752
46752 2387 15 46753
46753 2387 16 46754
46754 2387 17 46755
46755 2387 18 46756
46756 2387 19 46757
46757 2387 20 46758
46758 2387 21 46759
46759 2387 22 46760
46760 2387 23 46761
46761 2387 24 46762
46762 2387 25 46763
46763 2387 26 46764
46764 2387 27 46765
46765 2387 28 46766
46766 2387 29 46767
46767 2387 30 46768
46768 2387 31 46769
46769 2387 32 1340
46770 28458 50 17894
46771 0 0 0
46772 34057 30 46773
46773 34057 31 71872
46774 15137 63 1
46775 63451 8 49870
46776 0 0 0
46777 37567 10 54168
46778 64404 27 14162
46779 49623 15 55116
46780 36401 12 64756
46781 4783 34 85342
46782 8764 55 26477
46783 0 0 0
46784 0 0 0
46785 2813 59 1
46786 46088 11 19664
46787 64525 46 95932
46788 0 0 0
46789 0 0 0
46790 64171 1 29304
46791 39792 51 703
46792 37208 49 46793
46793 37208 50 46794
46794 37208 51 46795
46795 37208 52 46796
46796 37208 53 46797
46797 37208 54 46798
46798 37208 55 41609
46799 24802 13 80423
46800 27115 48 28838
46801 0 0 0
46802 13267 17 46803
46803 13267 18 46804
46804 13267 19 46805
46805 13267 20 46806
46806 13267 21 46807
46807 13267 22 73179
46808 47620 40 32746
46809 0 0 0
46810 64737 16 85664
46811 0 0 0
46812 33608 27 55770
46813 0 0 0
46814 46945 42 36967
46815 0 0 0
46816 360 5 92292
46817 0 0 0
46818 0 0 0
46819 0 0 0
46820 20075 19 50078
46821 52644 1 46822
46822 52644 2 46823
46823 52644 3 46824
46824 52644 4 46825
46825 52644 5 46826
46826 52644 6 46827
46827 52644 7 46828
46828 52644 8 46829
46829 52644 9 46830
46830 52644 10 46831
46831 52644 11 46832
46832 52644 12 46833
46833 52644 13 46834
46834 52644 14 46835
46835 52644 15 46836
46836 52644 16 46837
46837 52644 17 46838
46838 52644 18 46839
46839 52644 19 46840
46840 52644 20 46841
46841 52644 21 46842
46842 52644 22 46843
46843 52644 23 46844
46844 52644 24 46845
46845 52644 25 46846
46846 52644 26 46847
46847 52644 27 46848
46848 52644 28 46849
46849 52644 29 46850
46850 52644 30 46851
46851 52644 31 46852
46852 52644 32 46853
46853 52644 33 46854
46854 52644 34 46855
46855 52644 35 46856
46856 52644 36 46857
46857 52644 37 46858
46858 52644 38 46859
46859 52644 39 46860
46860 52644 40 46861
46861 52644 41 46862
46862 52644 42 46863
46863 52644 43 46864
46864 52644 44 46865
46865 52644 45 46866
46866 52644 46 46867
46867 52644 47 46868
46868 52644 48 46869
46869 52644 49 46870
46870 52644 50 46871
46871 52644 51 46872
46872 52644 52 46873
46873 52644 53 46874
46874 52644 54 46875
46875 52644 55 46876
46876 52644 56 46877
46877 52644 57 46878
46878 52644 58 46879
46879 52644 59 46880
46880 52644 60 46881
46881 52644 61 46882
46882 52644 62 46883
46883 52644 63 46884
46884 52644 64 46885
46885 52644 65 46886
46886 52644 66 46887
46887 52644 67 46888
46888 52644 68 46889
46889 52644 69 46890
46890 52644 70 46891
46891 52644 71 46892
46892 52644 72 46893
46893 52644 73 46894
46894 52644 74 46895
46895 52644 75 46896
46896 52644 76 46897
46897 52644 77 46898
46898 52644 78 46899
46899 52644 79 1
46900 6527 19 33026
46901 43496 19 68138
46902 0 0 0
46903 0 0 0
46904 43904 44 14492
46905 18273 26 90030
46906 0 0 0
46907 65424 39 49429
46908 0 0 0
46909 49412 2 54273
46910 7283 71 69093
46911 0 0 0
46912 0 0 0
46913 0 0 0
46914 8327 76 1
46915 14308 8 46916
46916 14308 9 46917
46917 14308 10 46918
46918 14308 11 46919
46919 14308 12 46920
46920 14308 13 46921
46921 14308 14 82066
46922 33841 36 94150
46923 0 0 0
46924 29779 7 11595
46925 0 0 0
46926 32906 35 46927
46927 32906 36 46928
46928 32906 37 46929
46929 32906 38 19164
46930 36425 3 77716
46931 14043 10 34074
46932 0 0 0
46933 0 0 0
46934 19595 5 10184
46935 63250 49 62620
46936 55665 40 79464
46937 22061 1 82909
46938 58590 16 46939
46939 58590 17 17044
46940 40295 17 46941
46941 40295 18 46942
46942 40295 19 46943
46943 40295 20 46944
46944 40295 21 46945
46945 40295 22 46946
46946 40295 23 72146
46947 22032 15 33357
46948 12786 50 46949
46949 12786 51 46950
46950 12786 52 46951
46951 12786 53 33243
46952 32863 55 60829
46953 21603 19 4098
46954 49125 36 5594
46955 30339 34 8990
46956 55665 42 765
46957 0 0 0
46958 51531 23 46959
46959 51531 24 46960
46960 51531 25 46961
46961 51531 26 46962
46962 51531 27 46963
46963 51531 28 46964
46964 51531 29 46965
46965 51531 30 46966
46966 51531 31 46967
46967 51531 32 46968
46968 51531 33 46969
46969 51531 34 27024
46970 37948 14 37952
46971 47481 23 26290
46972 55572 41 62260
46973 0 0 0
46974 2620 16 1193
46975 0 0 0
46976 0 0 0
46977 30511 33 23783
46978 10066 45 13414
46979 0 0 0
46980 22670 54 46981
46981 22670 55 46982
46982 22670 56 46983
46983 22670 57 46984
46984 22670 58 46985
46985 22670 59 46986
46986 22670 60 46987
46987 22670 61 46988
46988 22670 62 46989
46989 22670 63 46990
46990 22670 64 1
46991 36011 43 82396
46992 0 0 0
46993 56731 12 37844
46994 30591 11 46995
46995 30591 12 46996
46996 30591 13 46997
46997 30591 14 46998
46998 30591 15 46999
46999 30591 16 47000
47000 30591 17 47001
47001 30591 18 47002
47002 30591 19 47003
47003 30591 20 47004
47004 30591 21 68349
47005 51301 30 66454
47006 11245 32 75972
47007 25532 69 1
47008 63406 55 4776
47009 52578 22 47010
47010 52578 23 47011
47011 52578 24 47012
47012 52578 25 47013
47013 52578 26 47014
47014 52578 27 96455
47015 2369 41 88310
47016 9118 2 51054
47017 62410 17 84723
47018 0 0 0
47019 0 0 0
47020 30054 17 66599
47021 0 0 0
47022 0 0 0
47023 0 0 0
47024 60406 11 50098
47025 0 0 0
47026 0 0 0
47027 0 0 0
47028 22620 20 54396
47029 0 0 0
47030 0 0 0
47031 57949 61 23830
47032 35587 9 14266
47033 0 0 0
47034 7737 52 80881
47035 25532 68 47007
47036 513 10 33486
47037 50527 11 80245
47038 42443 3 68744
47039 0 0 0
47040 0 0 0
47041 36417 12 57339
47042 0 0 0
47043 7116 24 8617
47044 55665 27 7382
47045 0 0 0
47046 0 0 0
47047 0 0 0
47048 34677 1 47049
47049 34677 2 47050
47050 34677 3 47051
47051 34677 4 47052
47052 34677 5 47053
47053 34677 6 47054
47054 34677 7 47055
